id,source,jim_crow,type,chapter_num,section_num,chapter_text,section_text
1899_private laws_216_49,project experts,0,private laws,215,48,"CHAPTER 215 An act to amend and consolidate the charter of the town of Lumberton, Robeson county. The General Assembly of North Carolina do enact:","That all proceedings in the mayors court shall be the same as are now or may hereafter be prescribed for courts of justices of the peace, and in all cases there shall be a right of appeal to the superior court of Robeson county; that whenever a defendant or witness or other person shall be adjudged to be imprisoned by the said court, it shall be competent for the court to sentence such person or persons to imprisonment in the county jail or town guard house for a term not exceeding thirty days, and to adjudge also that such persons may be worked during the period of their confinement on the public streets or on the public works of the said town under the supervision of the town constable, policeman or other police officer."
1907_public laws_201_6,project experts,0,public laws,200,5,CHAPTER 200 AN ACT TO PROVIDE FOR THE IMPROVEMENT OF THE PUBLIC ROADS OF SAMPSON COUNTY. The General Assembly of North Carolina do enact:,"That said tax, when collected, shall be kept separate and apart from all other taxes, and shall be used only for the purposes for which the same was levied and collected. Any Commissioner who shall by any means cause any of said taxes to be used for any other purpose than that for which they were levied and collected shall be guilty of a misdemeanor, and upon conviction be fined or imprisoned at the discretion of the Court: Provided, that if the taxes collected in any one year shall exceed the sum required to pay the interest accrued and due on said bonds so issued, the same may be applied to the purchase of any of the bonds issued under this act."
1919_private laws_43_7,project experts,0,private laws,42,6,"CHAPTER 42 AN ACT TO REGULATE MOTOR VEHICLES AND PUBLIC SERVICE CARS IN MARION, NORTH CAROLINA. The General Assembly of North Carolina do enact:","That the warrants of the mayor of the said town of Marion shall be valid within the three-mile zone around the said town, and the marshall of said town is hereby given the right to make arrests upon warrants issued by the mayor within the said zone. "
1911_public local laws_483_21,project experts,0,public local laws,482,20,"CHAPTER 482 AN ACT TO AUTHORIZE THE COMMISSIONERS OF CUMBER- LAND COUNTY TO SUBMIT TO THE QUALIFIED VOTERS OF SAID COUNTY THE QUESTION OF ISSUING BONDS FOR THE PURPOSE OF MAKING, IMPROVING AND MAINTAIN- ING THE PUBLIC ROADS OF SAID COUNTY, AND TO PRO- VIDE FOR A HIGHWAY COMMISSION. The General Assembly of North Carolina do enact:","That said highway commission shall have the authority to employ a physician at any time to assist the county physician in attending the convict working force, and shall also have the power to provide for the care and keep of said convicts, and to provide all things necessary to carry into effect the provisions of this act, and, in addition to employing convicts upon the highways, herein provided for, the said highway commission, in its discretion, may employ such free labor and make such contracts for the building, repairing and maintaining of the highways of the county as it shall deem to the best interests of the county: Provided, that no free labor shall be employed to work on the same section of road on which convicts are employed: and Provided, further, that the employment of free labor shall be as hereinbefore specified."
1925_public laws_307_6,project experts,0,public laws,306,5,"CHAPTER 306 AN ACT TO PROVIDE UNIFORMITY IN THE APPOINTMENT OF BOARDS OF TRUSTEES, DIRECTORS AND MANAGERS OF VARIOUS INSTITUTIONS MAINTAINED BY THE STATE, AND TO AMEND CERTAIN SECTIONS OF THE CON- SOLIDATED STATUTES RELATING THERETO, AND TO REPEAL CERTAIN STATUTES NOW IN FORCE RELATING THERETO. The General Assembly of North Carolina do enact:","That section two of chapter two hundred fifty-four of the Public Laws of one thousand nine hundred twenty-three, being section seven thousand three hundred and sixty-two (b) of the Consolidated Statutes, volume three, be amended so as to hereafter read as follows: Seven thousand three hundred and sixty-two (b). Trustees; appointments; terms; expenses. The Eastern Carolina Industrial School for Boys shall be under the control and management of a board of five trustees. The said trustees shall be appointed by the Governor of the State and the term of each trustee shall be four years from and after the date of his or her appointment. Within thirty days after the ratification of this act the Governor shall appoint three of the trustees and within six months after the ratification of this act the Governor shall appoint the remaining two. At the time of making the appointment the Governor shall designate which of the present trustees are to be succeeded by his appointees. All vacancies occurring in the board shall be filled by the Governor. The Governor shall transmit to the Senate at the next session of the General Assembly the names of his appointees for confirmation. Each member of the board shall be entitled to receive necessary expenses for each and every day engaged in the business of the institution."
1891_private laws_238_33,project experts,0,private laws,237,32,CHAPTER 237 An act to amend the charter of the tewn of Randleman. The General Assembly of North Carolina do enact:,"That all persons liable to taxation of any kind in said town shall, on or before the first day of June in each and every year, make a return of their respective lists of taxable property, as assessed by the township assessors for the state, to the secretary or clerk of said board of commissioners; such lists shall give a description of the tracts or lots of land, the taxable poll and all other property liable to taxation by the persons returning the same, and shall be sworn to before some justice of the peace or before the secretary or clerk, who is hereby authorized and empowered to administer oaths required by law to be taken by persons making such returns. The said lists thus taken shall be filed with the secretary or clerk, who shall, after a levy of taxes are assessed thereon, in the same manner as tax-lists are made or required to be made for the collection of state taxes. The secretary or clerk shall also make out a list of all property and polls remaining unlisted in said town, which shall be subject to double tax. The usual tax-list, made as aforesaid by the secretary or clerk and placed in the hands of the marshal or taxcollector, shall have the force and effect of a judgment and execution for the taxes assessed and appearing on said lists respectively; and the same may be collected by levy and sale of the property of the party owning such taxes, on giving such notice as is required by law on execution from one of the superior courts of the state, and the officer charged with the duty of collecting such taxes shall have all the power vested by law in sheriffs or tax-collectors for the collection of taxes due the state."
1905_private laws_188_3,project experts,0,private laws,188,2,"CHAPTER 188 AN ACT TO AMEND THE CHARTER OF THE TOWN OF PINE BLUFF, IN MOORE COUNTY. The General Assembly of North Carolina do enact:","That the present government of said town shall continue as now constituted until successors to the present officials shall be elected and qualified as hereinafter provided, and all of the ordinances and by-laws theretofore adopted by said town shall remain in force until altered, amended or repealed."
1893_public laws_415_11,project experts,0,public laws,415,10,CHAPTER 415 An act to authorize the commissioners of Buncombe county to issue bonds for public roads improvement. The General Assembly of North Carolina do enact : 3,"That at any election on the question of issuing the bonds herein provided for there shall be elected by the said qualified voters of said county fourteen freeholders, one for each of the fourteen townships of said county, who shall be a resident of the township for which he is elected, all of whom, together with the five members of the board of county commissioners of said county, shall constitute and be known as  the road improvement commission of Buncombe county, who shal! serve from the time of their election until the qualification of their successors, who shall be elected at the next succeeding general election and biennially thereafter in the same manner and for the same term as the sheriff of said county. Before entering upon the discharge of the duties of their office the said road improvement commissioners shall qualify by taking an oath before the clerk of the superior court of said county faithfully and diligently to perform all the duties imposed upon them by the provisions of this act, which said oath shall be subscribed before said clerk and by him recorded in the same manner as is now provided by law for the recording of the oath of the sheriff of said county; said road improvement commissioners shall serve without compensation as such: Provided, that if at any election on the question of issuing the bonds hereinbefore provided for, a majority of the qualified voters of said county shall vote * Against public roads improvement, then and in that event the election of the said fourteen freeholders at said election shall be and void. If at any election under the provisions of this act a majority of the qualified voters of said county shall vote For public roads improvement, the fourteen freeholders elected at such election, together with the said five commissioners of said county, shall organize as said road improvement commission of Buncombe county. YThe chairman of the board of commissioners of said county shall be ex officio chairman of said road improvement commission. There shall be elected biennially by said road improvement commission a secretary to said commission, whose compensation shall be fixed by said commission; it shall be the duty of said secretary to keep an accurate record of all proceedings and doings of said commission, which said record shall be at all times open to the inspection of any citizen of the said county of Buncombe. The said road improvement commission is empowered and it is hereby made its duty to administer all funds that may be realized from the sale of the bonds herein provided for, to select the roads to be improved under the provisions of this act, to determine the character of the improvements to be made, to let contracts, to hire labor, and do every and all such acts and things as may be proper and necessary to carry into effect the purposes and intentions of this act; and no bill or account for labor done or material furnished in the making of the road improvements hereinbefore provided for shall be paid, except upon the warrant of the said road improvement commission, and no warrant shall be issued except upon the order of a majority of all said road improvement commissioners. Said road improvement commissioners shall have power to fill all vacancies occurring in the body by death, resignation, removal, or otherwise, until the next election of road improvement commissioners."
1909_public laws_812_3,project experts,0,public laws,811,2,"CHAPTER 811 AN ACT TO PROTECT GROWING CROPS IN RICHLAND TOWNSHIP, BEAUFORT COUNTY. The General Assembly of North Carolina do enact:",All laws and clauses of laws in conflict with this act are hereby repealed.
1931_private laws_26_5,project experts,0,private laws,25,4,"CHAPTER 25 AN ACT TO EXTEND THE CORPORATE LIMITS OF THE CITY OF REIDSVILLE, ROCKINGHAM COUNTY, AND TO PROVIDE FOR AN ELECTION TO DETERMINE THIS QUESTION. The General Assembly of North Carolina do enact:","That the city council of the said city of Reidsville is authorized and empowered to adopt an ordinance calling for an election in conformity with this act, the said ordinance to be published in a newspaper published in the city of Reidsville once a week for four weeks prior to said election. The said city council is also authorized, empa@wered and directed to provide for a new or special registration of the voters within said territory, to designate the precinct or precincts and polling places for such election, and to name a registrar and two judges of election for each precinct."
1917_public local laws_107_3,project experts,0,public local laws,106,2,CHAPTER 106 AN ACT TO IMPROVE THE ROADS IN PAMLICO COUNTY AND FOR THE ISSUING OF BONDS BY THE COUNTY AND THE SEVERAL TOWNSHIPS THEREIN. The General Assembly of North Carolina do enact:,"That upon there being filed with the commissioners of Pamlico County a petition signed by one-fifth of the qualified voters in any township in said county asking for an election upon the question of issuing bonds for said township, under the provisions of this act, and stating in said petition the amount of bonds which it is desired to issue (Provided, however, that the amount of the proposed bond issue shall not be greater than five per centum of the total assessed value of all property in said township subject to taxation, as shown by the last assessment next preceding the filing of said petition), said petition to be recorded in the minutes of the said board, it shall be the duty of the said board of county commissioners to call an election to be held within sixty days after the presentation of said petition at the polling place or places in the township or townships petitioning, and present to the qualified voters of said township or townships the question of issuing bonds for the purposes of road improvement as provided for in this act; said bonds to be issued upon the terms and conditions hereinafter set forth. The said board of county commissioners shall for at least thirty days preceding the election give public notice of the same, in said notice stating the purpose of the election and the amount of bonds proposed to be issued by such township in which the election is to be held, said notice to be published in some weekly newspaper published in said county for at least four weeks."
1924 extra_public laws_91_3,project experts,0,public laws,90,2,"CHAPTER 90 AN ACT TO AMEND SECTION 2116 OF THE CONSOLIDATED STATUTES, RELATING TO THE CLOSE SEASON FOR HUNTING QUAIL OR PARTRIDGE, AND PROVIDING A DIFFERENT CLOSE SEASON FOR MARTIN COUNTY. The General Assembly of North Carolina do enact:",That all laws and clauses of laws in conflict with the provisions of this act are hereby repealed.
1939_public laws_358_36,project experts,0,public laws,357,35,CHAPTER 357 AN ACT TO PROVIDE AN ADDITIONAL PLAN TO ESTAB- LISH SPECIAL COUNTY COURTS. The General Assembly of North Carolina do enact:,"Whenever the Clerk of the Superior Court shall transfer the papers in any case from the Superior Court to a special county court, he shall at the same time issue a notice to the accused person and his surety, informing them that the cause has been so transferred and requiring the accused person to appear at the next succeeding term of said special county court for trial, and, upon the service of said notice upon the accused person and his surety, at least five days before the beginning of the next succeeding term of the special county court, the case shall stand for trial at said term and the bond given by the accused person for his appearance at the next term of the Superior Court shall in all respects be valid and binding to compel the appearance of the accused person at the said next succeeding term of said special county court, and in case said notice is not served on the accused person and his surety at least five days before the beginning of the next succeeding term of the special county court, then the case shall not be tried without the consent of the accused person until the following term of the special county court."
1907_private laws_230_8,project experts,0,private laws,227,7,CHAPTER 227 AN ACT TO INCORPORATE THE VIRGINIA AND EASTERN| CAROLINA RAILROAD COMPANY. The General Assembly of North Carolina do enact:,"That said company shall have the right to cross at grade or over or under, intersect, join or unite its railroad with any railroad now built or constructed, or which may hereafter be built or constructed within the State of North Carolina, at any point of its main line or branches, with the necessary turn-outs, sidings, switches and other conveniences, and, when necessary, to use the right-of-way of other roads, when the same is not occupied with tracks or buildings, and have the right to cross public highways, also streets in incorporated towns."
1891_public laws_586_3,project experts,0,public laws,585,2,CHAPTER 585 An act in relation to the county seat of Brunswick county. The General Assembly of North Carolina do.enact :,"That it shall be the duty of the county commissioners of said county, at least thirty days before said election, to appoint registrars and judges of election in the same manner as is now provided by law, which registrars shall perform all the duties required by [of] such officers in registering voters for members of the general assembly, in the same way and to the same extent as in said cases; and the judges of election shall be appointed and notified as in such elections, and shall conduct the same in the several townships as such elections are held and conducted for members of tke general assembly in all respects. : '"
1919_private laws_164_2,project experts,0,private laws,163,1,"CHAPTER 163 AN ACT TO EXTEND THE PERIOD OF COMPULSORY EDU- _ CATION IN THE CITY OF WINSTON-SALEM, FOR THE FULL SESSION OF CITY PUBLIC SCHOOLS EACH YEAR. The General Assembly of North Carolina do enact:","That every parent, guardian or other person in the city of Winston-Salem having charge or control of a child between the ages of eight and fourteen years shall cause such child to attend regularly some day school (public, private or parochial), in which at least the six common school branches of reading, spelling writing, arithmetic, English and geography are taught in daily session of not less than four hours per school day, for nine school months in each calendar year, or for the full session of the public schools of the city of Winston-Salem; or shall provide such child at home or elsewhere with such regular daily instruction during the usual school hours as shall be in the judgment of the court substantially equivalent in kind and amount to the instruction given the children of like age in the public schools of said city: Provided, that occasional absence from such attendance by any child between the ages of eight and fourteen years not amounting to more than two unexcused absences in four consecutive weeks shall not be unlawful."
1899_private laws_119_4,project experts,0,private laws,118,3,"CHAPTER 118 An act to authorize the city of Fayetteville to establish and operate a system of electric lights and motive power. WHEREAS, a proper system for lighting public streets is a ne- cessity to the inhabitants of the city of Fayetteville and is con- ducive to the advancement and prosperity of said city; and WHEREAS, by reason of its revenues from other sources and because under the provisions of chapter one hundred and fifty- three -153 of the private laws of eighteen hundred and ninety- three -1893 and the act amendatory thereof, passed by the gen- eral assembly of eighteen hundred and ninety-nine (1899), enti- tled An act to amend chapter oue hundred and fifty-three -153 of the private laws of eighteen hundred and ninety-three (1893), etc., and ratified on January twenty-sixth, eighteen hundred and ninety-nine, sufficient taxes are now levied and not other- wise appropriated to amply provide for the payment of interest on the coupon bonds hereinafter provided for as it falls due and the creation of a sinking fund sufficient to fully pay off said bonds, as well as to meet al] the other obligations and liabilities of the said city: The General Assembly of North Carolina do enact:","Said coupon bonds shall be consecutively numbered and signed by the mayor and the clerk of the city of Fayetteville, and it shall be the duty of the said clerk to keep an accurate account of the same."
1915_private laws_168_14,project experts,0,private laws,167,13,"CHAPTER 167 AN ACT TO AMEND, REVISE, AND CONSOLIDATE THE CHARTER OF THE TOWN OF FUQUAY SPRINGS, WAKE COUNTY, AND TO ALLOW SAID TOWN TO ISSUE BONDS. The General Assembly of North Carolina do enact:","That the mayor may issue his precepts to the town constable. who may execute the same anywhere in Wake County, or to such other officer to whom a justice of the peace may direct his precepts. An indorsement by the mayor or court of the name of a witness upon a summons or warrant shall be an authority for the officer to execute the same."
1929_public local laws_44_3,project experts,0,public local laws,43,2,"CHAPTER 43 AN ACT REGULATING THE SETTING OF STEEL TRAPS OR LOG TRAPS IN THE COUNTIES OF PAM- LICO, GREENE, HALIFAX, CHEROKEE, AVERY AND PERQUIMANS. The General Assembly of North Carolina do enact:",That all laws and clauses of laws in conflict with this act are hereby repealed.
1957_session laws_1236_5,project experts,0,session laws,1235,4,"CHAPTER 1235 AN ACT TO AMEND THE TURLINGTON ACT, ARTICLE I, CHAPTER 18, AS FOUND IN THE GENERAL STATUTES OF NORTH CARO- LINA SO AS TO INCLUDE EQUIPMENT OR MATERIALS DE- SIGNED OR INTENDED FOR USE IN THE MANUFACTURE OF INTOXICATING LIQUOR. The General Assembly of North Carolina do enact:",All laws and clauses of laws in conflict with the provisions of this Act are hereby repealed.
1917_public local laws_107_27,project experts,0,public local laws,106,2,CHAPTER 106 AN ACT TO IMPROVE THE ROADS IN PAMLICO COUNTY AND FOR THE ISSUING OF BONDS BY THE COUNTY AND THE SEVERAL TOWNSHIPS THEREIN. The General Assembly of North Carolina do enact:,"That said bonds may be issued from time to time and exchanged at par for the township bonds provided for in article one of this act; or said bonds may be sold as the said board of county commissioners may determine: Provided, none of them shall be sold or pledged in any manner for less than par value in cash or the above referred to township bonds; and no bonds shall be sold for cash until there has been deposited with the said board of county commissioners a like amount of the township bonds above referred to, and when so sold the proceeds shall be turned over to the treasurer of the road commission of the township whose bonds have been thus deposited."
1925_public local laws_257_3,project experts,0,public local laws,256,2,CHAPTER 256 AN ACT CREATING FIVE DISTRICTS IN WAKE COUNTY FOR THE SELECTION OF COUNTY COMMISSIONERS. The General Assembly of North Carolina do enact:,"That there shall be elected one commissioner from each district and the districts shall be numbered one, two, three, four, and five, and shall comprise the following townships: (a) District number one shall be composed of Little River, Marks Creek, and St. Matthews townships. (b) District number two shall be composed of St. Marys, Swift Creek, Panther Branch and Middle Creek townships. (c) District number three shall be composed of Cary, Buckhorn, Cedar Fork, Holly Springs, White Oak and House Creek townships. (d) District number four shall be composed of Bartons Creek, Wake Forest, Neuse, Leesville and New Light townships. (e) District number five shall be composed of Raleigh Township."
1959_session laws_37_3,project experts,0,session laws,36,2,"CHAPTER 36 AN ACT TO APPROPRIATE FROM THE CONTINGENCY AND EMER- GENCY FUND THE SUM OF $305,510  TO THE STATE HOSPITAL AT GOLDSBORO TO COVER A DEFICIT IN OPERATING EXPENSES FOR THE FISCAL YEAR 1958-59. WHEREAS, during the fiscal year 1958-59 the State Hospital at Golds- boro has incurred a deficit as a result of increased operational expenses and loss of receipts in the amount of three hundred five thousand five hundred ten dollars ($305,510); and WHEREAS, appropriations made to the State Hospital at Goldsboro for the biennium 1957-59 are insufficient to cover this deficit: Now, there- fore, The General Assembly of North Carolina do enact:",All laws and clauses of laws in conflict with this Act are hereby repealed.
1893_public laws_214_6,project experts,0,public laws,213,5,CHAPTER 213 An act to establish the stock law in certain parts of Cumberiand; county. The General Assembly of North Carolina do enact:,"Said tax so levied shall be collected by the sheriff or some lawful deputy and paid to the county treasurer under the same ryles, regulations and charges as may be prescribed for the sheriff in collecting other taxes, and the treasurer of Cumberland county shall receive and disburse the moneys so paid to him, retaining only his lawful commissions, upon the order of the fence commissioners for the purpose of providing and keeping in repair the fences and gates as above contemplated."
1925_public local laws_354_9,project experts,0,public local laws,353,8,"CHAPTER 353 AN ACT TO ANNEX BROAD RIVER TOWNSHIP OF Mc- DOWELL COUNTY TO BUNCOMBE COUNTY. Whereas, two hundred and thirty out of a total vote of two hundred and forty voters in Broad River Township of McDowell County have expressed their desire in writing that the said Broad River Township be added to, and become a part of, Buncombe County for the reason that said township is isolated geographically from McDowell County, and that all their social and business relations are with the people of Buncombe County; and Whereas, the public officials of McDowell County and Buncombe County have mutually agreed that the said Broad River Township of McDowell County logically and geograph- ically should be a part of Buncombe County and that the best interest and public welfare of the citizens of said township would be promoted and conserved by the annexing said town- ship to Buncombe County: Therefore, The General Assembly of North Carolina do enact:",That all the one thousand nine hundred and twentyfour taxes due from the people and property of Broad River Township shall be collected and retained by McDowell County.
1903_private laws_226_4,project experts,0,private laws,225,3,"CHAPTER 225 AN ACT TO INCORPORATE THE ALEXANDER HOME OF CHARLOTTE, NORTH CAROLINA. The General Assembly of North Carolina do enact:","That the officers of the home shall consist of a president, a vice-president, a secretary and treasurer, and a board of managers to consist of the incorporators named in section 1 of this act, and their duly elected successors. In case of the death or resignation of any of the foregoing members of said board the vacancy shall be supplied by the remaining members thereof by election, in accordance with the by-laws of the home, to be adopted by said board, and the other officers of said home shall be elected by said board for such terms and upon such conditions as said by-laws shall prescribe."
1937_public laws_301_4,project experts,0,public laws,300,3,"CHAPTER 300 AN ACT TO AMEND CHAPTER ONE HUNDRED NINETY- FOUR, PUBLIC LAWS OF ONE THOUSAND NINE HUN- DRED AND TWENTY-NINE, KNOWN AS THE PURE SEED LAW. The General Assembly of North Carolina do enact:","That section eighteen of the above chapter be amended by adding at the end thereof the following: Provided further, that no farmer residing in North Carolina shall be required to procure a State seed license to sell seeds raised on his own farm. That all of section nineteen of the above chapter be stricken out and the following substituted in lieu thereof: Sec. 19 That the word approximate as used in this Act shall be interpreted as follows: For purity guarantees the tolerance allowed shall be twotenths of one per cent, plus twenty per cent of the lesser part of the sample. That is to say, a sample is considered as being made up of two parts, the Pure Seed (meaning the seed or seeds named on the label), and the balance of the sample (other agricultural seeds. weed seeds and inert matter). For example. if a purity of ninety-eight per cent -98.00% is claimed, the sample may test as low as ninety-seven and forty one-hundredth per cent -97.40% and not be deemed mis-labeled; if a purity of eightytwo and twenty one-hundredth per cent -82.20% is claimed, the sample may test as low as seventy-eight and forty-four onehundredth per cent -78.44% and not be deemed mis-labeled. For germination guarantees the following tolerance scale shall be allowed: Guarantee (%) Allowable Variation (%) OOM OT AD OV Caen aac stersecc eocees aS Soe a eee seater 6 S80 or above, but less than 90..................-. 7 70 or above, but less than 80.................-- 8 60 or above, but less than 70..............-----. 9 OSS Chan GO ssccc. sissies ce set gals hace boca ndens fetetecs 10"
1923_public laws_95_5,project experts,0,public laws,94,4,"CHAPTER 94 AN ACT TO CREATE THE STATE SHIP AND WATER TRANS- PORTATION COMMISSION. Whereas, in order to further promote the public welfare, to provide cheaper transportation to the markets within and with- out the State of the products of the farms, the forests, mines, and factories of the State, and to effect cheaper transportation for commodities purchased by the people of the State, both within and without the State, it is deemed advisable to use more fully the navigable rivers, sounds and other bodies of water within the boundaries of the State: Now, therefore, The General Assembly of North Carolina do enact:","That for the purpose of making the investigation required by section two of this act, the sum of twenty-five thousand dollars ($25,000) is hereby appropriated out of the general funds of the State Treasury, to be paid by the State Treasurer upon vouchers approved by the chairman and secretary of said commission and by the Governor of the State."
1931_public local laws_350_4,project experts,0,public local laws,349,3,CHAPTER 349 AN ACT TO CONSOLIDATE THE ACTIVITIES OF PUBLIC WELFARE OF THE COUNTY OF FORSYTH AND THE CITY OF WINSTON-SALEM. The General Assembly of North Carolina do enact:,"Such Director of Public Welfare of Forsyth County shall have, under the direction of the above named board, authority to supervise, co-ordinate and direct all public welfare activities of Forsyth County and the City of Winston-Salem and shall have such other duties and powers as may be determined by the said Board."
1965_session laws_37_16,project experts,0,session laws,36,15,"CHAPTER 36 AN ACT TO REVISE AND CONSOLIDATE THE CHARTER OF THE TOWN OF FARMVILLE, NORTH CAROLINA. The General Assembly of North Carolina do enact: Corporate Powers","Duties of the Town Attorney. The town attorney shall be an attorney at law who shall] have qualified to practice in the State of North Carolina. He shall be the chief legal advisor of and attorney for the town and al] departments and officers thereof in matters relating to their official powers and duties. It shall be his duty, either personally 87 or by such assistants as he may designate to perform all services incident to the department of law; to attend all meetings of the board of commissioners; to give advice in writing when so requested, to the board of commissioners or the director of any department; to prosecute or defend, as the case may be, all suits or cases to which the town may be a party; to prepare all contracts, bonds and other instruments in writing in which the town is concerned, and to endorse on each, his approval of the form and correctness thereof, and to perform such other duties of a legal nature as the board of commissioners may require. In addition to the duties imposed upon the town attorney by this Charter or required by ordinance or resolution of the board of commissioners, he shall perform any duties imposed upon the chief legal officers of municipalities by law."
1923_public laws_79_2,project experts,0,public laws,78,1,CHAPTER 78 AN ACT TO MAKE IT UNLAWFUL TO SECRETLY PEEP INTO A ROOM OCCUPIED BY A WOMAN. The General Assembly of North Carolina do enact:,That any person who shall peep secretly into any room occupied by a woman shall be guilty of a misdemeanor and upon conviction shall be fined or imprisoned in the discretion of the court.
1959_session laws_511_3,project experts,0,session laws,510,2,CHAPTER 510 AN ACT TO PROVIDE FOR THE APPOINTMENT OF A PART-TIME ASSISTANT CLERK OF SUPERIOR COURT IN BURKE COUNTY AND TO FIX HIS COMPENSATION. The General Assembly of North Carolina do enact:,All laws and clauses of laws in conflict with this Act are hereby repealed.
1913_public local laws_524_10,project experts,0,public local laws,523,9,CHAPTER 523 AN ACT TO AMEND AND ENFORCE THE STOCK LAW IN MITCHELL COUNTY. The General Assembly of North Carolina do enact:,"That chapter two hundred and ninety-two of the Public Laws of nineteen hundred and one be and the same is hereby revived, except such part as may conflict with this act."
1895_public laws_99_2,project experts,0,public laws,98,1,CHAPTER 98 An act to establish Flatts township in Macon county. The General Assembly of North Carolina do enact :,"That a new township be and the same is hereby created in the county of Macon to be known as Flatts township, to be formed of a part of Smiths Bridge township."
1935_public laws_490_2,project experts,0,public laws,489,1,"CHAPTER 489 AN ACT TO AMEND CHAPTERS 385 AND 481 OF THE PUB- LIC LAWS OF 1933, RELATING TO THE NORTH CARO- LINA STATE THRIFT SOCIETY. The General Assembly of North Carolina do enact:","That section five of chapter three hundred and eighty-five of the Public Laws, relating to the incorporation of the North Carolina State Thrift Society, be, and the same is hereby amended to read as follows: Sec. 5 The officers of the Society shall be elected by the Board, and shall include a president, vice-president, secretary, treasurer and auditor. The treasurer of the Society shall be responsible for the funds of the Society, and shall furnish good and sufficient surety in such amount as may be fixed from time to time by the Board of Directors."
1917_public local laws_121_19,project experts,0,public local laws,120,18,"CHAPTER 120 AN ACT TO AUTHORIZE THE BOARD OF COMMISSIONERS OF ALLEGHANY COUNTY TO ISSUE BONDS FOR THE PURPOSE OF LAYING OUT, ESTABLISHING, BUILDING, CONSTRUCTING, AND REPAIRING PUBLIC ROADS AND BRIDGES IN SAID COUNTY AND PROVIDING FOR THE MAINTENANCE OF THE SAME. The General Assembly of North Carolina do enact:","That for the purpose of paying the interest upon the bonds provided for in this act and providing a redemption or sinking fund for same, and securing a fund to aid in repairing the public roads of the county, and to pay damages to the owners of land or personal property condemned or purchased for road use or benefits under this act, the board of county commissioners of Alleghany County shall, annually at the time of levying the other taxes of the county, levy a special tax on all property and polls subject to taxation within the limits or jurisdiction of the county, of not more than forty cents and not less than twenty-five cents on the hundred dollars valuation of real, personal and mixed property, and not more than one and twenty one-hundredths dollars and not less than seventy-five cents on each poll, observing the constitutional equation between property and polls. The tax so levied shall be collected by the sheriff or other person authorized by law to collect the other taxes of the county. The funds so collected shall be paid by the sheriff or accounted for by him to the acting treasurer of the county, and the proceeds of such fund shall be held by such treasurer and shall be used by said board of road commissioners and drawn upon by them for the purposes designated in this act."
1889_private laws_110_4,project experts,0,private laws,109,3,CHAPTER 109 An act to incorporate ** The Pender and Onslow Land and Improve- ment Company. The General Assembly of North Carolina do enact:,"That whenever the sum of ten thousand dollars shall have been subscribed to the capital stock, and five per centum paid in, it shall be the duty of said corporators, or any five of them, to call a general meeting of the stockholders, and at such meeting to elect seven directors, one of whom shall be elected president by said directors, whose term of office shall be one year, and hold their offices until ofhers are chosen."
1895_private laws_6_6,project experts,0,private laws,5,5,CHAPTER 5 An act to incorporate the Swain Lumber and Boom Company. The General Assembly of North Carolina do enact:,"That said company shall have power to take by purchase, lease or other operation of law, any lands, tenements and hereditaments in the state of North Carolina to such an amount as to them shall seem proper, and to hold and convey same in fee simple, as provided in section six hundred and eighty-five of The Code and its amendments. They shall have power to sell, grant and convey, improve, manage, develop, lease, mortgage, dispose of, or otherwise deal with, any part or all of the property of said company, in such manner as the said company may see fit."
1913_private laws_497_6,project experts,0,private laws,494,5,"CHAPTER 494 AN ACT TO PROTECT THE PUBLIC HEALTH IN THE TOWNS OF ANDREWS AND MURPHY, IN CHEROKEE COUNTY. The General Assembly of North Carolina do enact:","The boards of aldermen of said towns shall have the authority to furnish material and fixtures for wiring houses and otherwise equipping them for the use of electricity from the municipal generating plants, and may collect for the costs and expenses of installing the same, and the said boards of aldermen shall have the same liens upon each piece of property improved, with the same rights of enforcing the said liens and collecting the amount due with interest, as are provided in section three of this act."
1939_public laws_359_32,project experts,0,public laws,358,29,CHAPTER 358 AN ACT TO PROVIDE FOR THE ADMINISTRATION AND OPERATION OF A UNIFORM SYSTEM OF PUBLIC SCHOOLS OF THE STATE FOR THE TERM OF EIGHT MONTHS WITHOUT THE LEVY OF AN AD VALOREM TAX THEREFOR. The General Assembly of North Carolina do enact:,"Cooperation with Highway and Public Works Commission in Maintenance of Equipment. The State School Commission is hereby authorized to negotiate with the Highway and Public Works Commission in coordinating all facilities for the repair, maintenance, and upkeep of equipment to be used by the State School Commission in the school transportation system. In all cases where this is done, the State Highway and Public Works Commission shall be reimbursed in the amount of the actual cost involved for labor and parts to be determined by an itemized statement filed with the State School Commission."
