chapter,section,text
CHAPTER 566.,Src. 3.,"Src. 3. Said bonds hereinbefore authorized to be issued shall  be signed by the chairman of the board of county commissioners  of Hertford county and the clerk of said board and shall have the  eommon seal of said county affixed, and the coupons shall be  signed by the chairman alone or shall bear a lithographed fac-  simile of his signature.  "
CHAPTER 566.,Src. 4.,"Src. 4. The coupons on said bonds shall be receivable for taxes  due under this act, and it shall be the duty of the officer collect-  ing said taxes to receive such coupons when tendered, if due and  payable. ;  "
CHAPTER 566.,Src. 5.,"Src. 5. That this act shall be in force from and after its ratifi-  eation.   Ratified the 6th day of March, A. D. 1899.   "
CHAPTER 567.,Chapter_Title,"CHAPTER 567.  An act changing the county line between Alleghany and Wilkes counties.    The General Assembly of North Carolina do enact:    SEcTIoN.1. That the line between the counties of Alleghany  and Wilkes be changed as hereinafter set out, so as to cut offa  small portion of Alleghany county to Wilkes, to-wit: Beginning  on the top of the Grandfather mountain and running thence to  the Gaither rocks; then near east to a chestnut tree in the county  line in E. A. Longs field ; then near east to the bend inthe Grassy  Gap road, known as the big winds, in J. J. Millers field; thence  to the low gap in the mountain near Isaac Holloways residence;  thence near east with top of the mountain with the dividing  _ waters to the Cherry Lane township line.  "
CHAPTER 567.,SeEc. 2.,SeEc. 2. That this part of Alleghany county so cut off shall be-  eome a part of Wilkes county.  
CHAPTER 567.,SEc. 3.,"SEc. 3. That this act shall be in full force ana effect from and  after its ratification.   Ratified the 6th day of March, A. D. 1899.    "
CHAPTER 568.,Chapter_Title,CHAPTER 568.  An act relating to February term of the superior court of Craven county.    The General Assembly of North Carolina do enact:   
CHAPTER 568.,SECTION 1.,"SECTION 1. That chapter two hundred and eighty-eight, pub-  lic laws of North Carolina, eighteen hundred and ninety five, be  amended by striking out in svction six, line three, the words,  first Monday in February and insert in lieu thereof the words  fifth Monday before the first Monday in March.  "
CHAPTER 568.,SEc. 2.,"SEc. 2. This act shall be in force from and after its ratification.   Ratified the 6th day of March, A. D. 1899.   "
CHAPTER 569.,Chapter_Title,CHAPTER 569.    An act to allow the county of Alamance to issue bonds for permanent  road improvement.    The General Assembly of North Carolina do enact :   
CHAPTER 569.,SEcTION 1.,"SEcTION 1. That the board of county commissioners of Ala-  mance county on the first Monday of November, Anno Domini  eighteen hundred and ninety-nine, shall issue coupon bends of  the said county for the sum of one hundred thousand dollars,  running fifty years and bearing interest at the rate of five per  centum per annum, and place the same in the hands of the county  treasurer of said county, to be by him sold at not less than their  face value. And the coupons for the interest shall be receivable  by the tax collector of said county for the full amount of the  county tax due from the holder of said bonds or any amount of  them. The bonds shall be in denominations of fifty dollars, one  hundred dollars, five hundred dollars and one thousand dollars,  and the interest shall be paid on the amount outstanding each  year, on the first day of November of each and every year so long  as they shall remain unpaid in whole or in part.  "
CHAPTER 569.,SEc. 2.,"SEc. 2. Thatit shall be the duty of the treasurer of said county  to sell said bonds as fast as the county commissioners and the  public road superintendent shall recommend such sale at a price  not less than their face value, and keep the funds arising from  said sale in a separate account and fund, to be Known asthe  permanent road fund; and he shall not pay it out for.any other  purpose, and then only on the written order of the public road  superintendent, and it approved by the county commissioners  of said county by an order duly and regularly made at one of  their stated and regular meetings, and it entered on the books of     minutes of said commissioners meetings. And the said commis-  sioners and superintendent shall use no part of said permanent  road fund for any purpose except for making permanent roads  in said county, and on such as are the principal roads in said  county, and the work to begin in the center of the county at the  eorporate limits of Graham and to extend toward:such points as  are the principal business centers of the county, and the roads  shall be extended in this way until the outside limits of the  eounty ure reached.  "
CHAPTER 569.,Src. 3.,"Src. 3. That it shall be the duty of the county commissioners  in order to meet the interest on said bonds as it falls due to levy  a sufficient tax in addition to taxes now provided by law upon  the property and polls, observing the constitutional equation in  making said levy, and when it is collected. it shall be applied to  no other purpose than to pay interest on said bonds, and the  surplus shall be from time to time as it accumulates invested in  said bonds and then cancelled. ;  "
CHAPTER 569.,Src. 4.,"Src. 4. That it shall be the duty of the board of commissioners  of Alamance county to order an election to be held in said county  at the several voting places in said county under the laws for  holding elections for members of the legislature that may be in  force on the first day of May, eighteen hundred and ninety nine,  upon the question of the ratification of this act; and if at said  election a majority of the votes cast shall be for the ratification  of this act, then the same shail be in force and the law shall be  carried out as hereia directed. And for the purpose of taking the  sense of the people all who favor this issue of bonds shall vote at  said election a written or printed ballot with the words on it,  viz: For good roads, and all who oppose the issue of bonds  shall vote a written or printed ballot with the words on it, viz:  Against good roads. And the returns of the election shall be  canvassed by the board of county commissioners on the Monday  following the day on which the election is held, and the result  declared and a record of the vote taken shall be made as required  by the law that shall be in force at that time. That said election  shall be held on the first Thursday of August in the year eighteen  hundred and ninety-nine. If a majority of the votes east shall  have the written or printed words on them, viz: For good roads,  then this act shall be declared ratified by the county commission-  ers of Alamance county, and it shall be their duty to carry it into  execution as herein provided, otherwise this act shall be void  and of no effect.  "
CHAPTER 569.,SEc. 5.,"SEc. 5. That this act shall be in force from and after its ratifi-  eation.   Ratified the 6th day of March, A. D. 1899.    "
CHAPTER 570.,Chapter_Title,CHAPTER 570.    An act to provide funds for the erection of a monument to the memory  of Zebulon B. Vance.    The General Assembly of North Carolina do enact :   
CHAPTER 570.,SECTION 1.,"SECTION 1. That the sum of five thousand dollars be and the  same is hereby appropriated to be used with a fund in the hands  of Joseph G. Brown, of the city of Raleigh, treasurer of the Vance  Monument Association, for the purpose of erecting a bronze statue  of Z. B. Vance on capitol square, Raleigh, North Carolina.  "
CHAPTER 570.,Sec. 2.,"Sec. 2. That the president and treasurer of said association,  together with a committee of three members of the present gen-  eral assembly, to be appointed by the president of the senate and  the speaker of house of representatives, are hereby appointed  to purchase and erect on capitol square a bronze monument of  Z. B. Vance.  "
CHAPTER 570.,SEc. 3.,SEc. 3. That the amount appropriated by section one of this  act shall be paid by the treasurer of the state on demand of the  committee of three appointed by the president of the senate and  the speaker of the house of representatives.  
CHAPTER 570.,Sgc. 4.,"Sgc. 4. That tints act shal] be in force from and after its ratifi-  cation.   Ratified the 7th day of March, A. D. 1899.        "
CHAPTER 571.,Chapter_Title,"CHAPTER 571.  An act for the relief of John L. Phelps, sheriff of Washington county.    The General Assembly of North Carolina do enact:  "
CHAPTER 571.,SECTION 1.,"SECTION 1. That John L. Phelps, sheriff of Washington county,  be and is hereby allowed until the first Monday in August, eight-  een hundred and ninety-nine, to séttle the taxes of said county  due the state for this year.  "
CHAPTER 571.,Src. 2.,"Src. 2. That this act shall be in force from and after its nD    cation.  Ratified the 6th day of March, A. D. 1899.    > CHAPTER 572.    An act for the relief of S. M. Transon and son, and Miss Ella Mastin,  of Ashe county.  The General Assembly of North Carolina do enact:    Src. 2. That this act shall be in force from and after its ratifi-  cation.   Ratified the th day of March, A. D. 1899.    7   "
CHAPTER 571.,SEcTION 1.,"SEcTION 1. That the treasurer of Ashe county is hereby diredted  to pay to S. M. Transon and son the sum of three dollars and     four cents ($3.04) on order for money due school district number  forty-five for the year of eighteen hundred and ninety-five; and  also the treasurer of said county is authorized to pay Miss Ella  Mastin the sum of seven dollars and fifty cents ($7.50) for services  rendered as a public school teacher for the white race in school  district number eight in the year of eighteen hundred and ninety-  six: Provided, that the said claims mentioned in this act shall be  bona fide and approved by the school committeemen of the re-  spective districts mentioned in this act.  "
CHAPTER 573.,Chapter_Title,"CHAPTER 573.    An act to make part of Roaring river, in Wilkes county, a lawful fence.    The General Assembly of North Carolina do enact:   "
CHAPTER 573.,SECTION 1.,"SECTION 1. That the following stream in Wilkes county, North  Carolina, be and the same is hereby made and constituted a law-  ful fence: Beginning at the ford of Roaring river, about five miles  from the Yadkin river east of Spencer Blackburns, running up  and with the west fork of said river to the fork near Dockery;  then up the middle fork of said river to the mouth of Lovelace  creek, near F. H. Alexanders dwelling.  "
CHAPTER 573.,SEc. 2.,"SEc. 2. That this act shall be in force and take effect from and  after May first, eighteen hundred and ninety-nine.   Ratified the 7th day of March, A. D. 1899.   "
CHAPTER 574.,Chapter_Title,CHAPTER 574.    An act to prohibit the sale of whiskey in the town of Shelby except upon  prescription of physician.    The General Assembly of North Carolina do enact :   
CHAPTER 574.,SEcTION 1.,"SEcTION 1. That it shall be unlawful for any person to sell any  spirituous, vinous or malt liquors within the corporate limits of  the town of Shelby, Cleveland county, except by a druggist,  strictly and only for medical purposes and then only upon the  bona fide prescription of some legally practicing physician; and  any person violating this act shall be guilty of a misdemeanor,     and upon conviction shall be fined not less than two dollars nor  more than fif ty dollars nor imprisoned for more than thirty days.  "
CHAPTER 574.,Src. 2.,Src. 2. That ail fines accruing from prosecutions and convie-  tions akiler section one of this act shall be paid to the treasurer  of the town of Shelby and be enelied to the school fund of said  town.  
CHAPTER 574.,SkEc. 3.,SkEc. 3. That a con viction under this act shall not bar a prose-  cution in the superior courts for a violation of the generai laws  against selling whiskey.  
CHAPTER 574.,Sec. 4.,"Sec. 4. That all laws and clauses of laws in conflict with this  act are mereny, repealed.  "
CHAPTER 574.,SEc. 5.,"SEc. 5. That this act shall be in force from and after the thir-  tieth any of June, eighteen hundred and ninety-nine.   Ratified the 7th day of March, A. D. 1899.   "
CHAPTER 575.,Chapter_Title,"CHAPTER 575.    An act to require the secretary of state to pay over to the state treas-  uter accumulated land grant funds.    WHEREAS, it appears from the report of the secretary of state  of North Carolina that there has accumulated in his office a sum  of money amounting to five thousand dollars or more, which sum  arises from various suis of money sent by persons to said offiee  towards or for obtaining state patents or grants for. lands, the  senders of such sums of money either failing to send with such  sums of money proper papers upon which a patent or grant could  issue, or failing to send the necessary amount of money to obtain  such grant or patent; and   WHEREAS, this fund has accumulated for a great many years,  and the persons sending the amounts making the same having  failed to claim or demand any returr: or other disposition of sueh  sums of money; and   WHEREAS, it appears from the report from said secretary of  state that the several sums of money constituting this fund can  not be returned to the legitimate owners thereof for the reason  that they are not known and there is no means of ascertaining  who they are, said sum having been the result of accumulation  for many years; and   WHEREAS, said sum of money is anidle and useless fund in the  hands of said secretary, no power or authority conferred upon  him by law to make disposition of same; therefore     The General Assembly of North Carolina do enact :   "
CHAPTER 575.,SEcTIon 1.,"SEcTIon 1. That the secretary of state of North Carolina;be  and he is hereby directed and required to pay over to the treas-  urer of the state of North Carolina such sums of money as may  be in his hands accumulated from the sources set forth in the  preamble to this act, which sum shall be received by the treas-  urer of the state and held by him for six months, subject to be  returned to the owner thereof or to their iegal representatives  upon such owners or representatives satisfying said treasurer of  their legal right to said money, and after the expiration of the  aforesaid six months the treasurer is hereby directed and required  to credit such balance of money as may remain on hand to the  state pension fund, and the same shall be available-only for this  purpose.  "
CHAPTER 575.,Sec. 2.,"Sec. 2. That the said secretary of state shall annnally on the  first day of January of each year pay over to the state treasurer  any moneys accumulated from the sources set forth in the pre-  amble of this act, and the same held and applied by the said  treasurer as directed in section one of this act.  "
CHAPTER 575.,Sue. 3.,"Sue. 3. That this act shall be in force from and after its ratifi-  cation. ;   Ratified the 7th day of March, A. D. 1899.   "
CHAPTER 576.,Chapter_Title,CHAPTER 576.  An act to promote the cultivation of shell-fish in Brunswick county.    The General Assembly of North Carolina do enact :   
CHAPTER 576.,SECTION 1.,"SECTION 1. That the justices of the peace for Brunswick county  may on the first Monday in June following the passage of this  act and every two years thereafter elect three of the qualified  voters of the said county, who shall be styled the board of shell-  fish commissioners of Brunswick county and who shall qualify  on or before the first Monday of the July next following their  election.  "
CHAPTER 576.,SEc 2.,"SEc 2. That the term of office of the board of shell-fish com-  missioners shall be two years and until their suecessors are elected  and duly qualified. and before entering upon the duties of their  office they shall take and subscribe before a justice of the peace  or clerk of the superior court the oath prescribed by chapter  forty. section three thousand three hundred and fifteen, subsec-  tion forty seven of The Code.  "
CHAPTER 576.,SEc. 3.,"SEc. 3. That the justices of the peace shall fix and determine  the compensation of the members of the board of shell-fish com-    49     missioners, and the said compensation and such other expenses  as may be incurred in carrying out the provisions of this act shall  be paid by the treasurer of the county out of any money derived  from the sales of franchises or from taxes laid upon oyster grounds,  and the said money so derived shall be set apart and kept  separate for the foregoing purpose and paid out upon the order  ce the board of shell fish commissioners.   "
CHAPTER 576.,Sec. 4.,"Sec. 4. That the board of shell fish commissioners shall stake out  and define the natural beds of the county, and shall publish the  locality and description of the same for the benefit of the publie,  and shall record the same description in the office of the register  of deeds.  "
CHAPTER 576.,Sstc. 5.,"Sstc. 5. That any person being a citizen of Buunewick county  and desiring to raise or cultivate oysters or other shell fish on any  ground within the boundaries of the county of Brunswick not  set apart as a natural bed sball make application to the board of  shell fish commissioners for a survey of the ground desired, and  the said board upon receiving the said application shall cause a  survey to be made at the expense of the applicant, and if upon  the completion of the survey it should appear that the ground  desired does not include any natural bed the board of commis-  sioners shall make a certificate to that effect, which certificate  shall be attached to the plat and delivered to the applicant, who  shall forward the same with a copy of the application to the see-  retary of state. And all persons now owning grants under former  entries or license who have improved the same, not exceeding ten  acres, are hereby confirmed and made good, and vested in them-  selves, their heirs and assigns.  "
CHAPTER 576.,Ssc. 6.,"Ssc. 6. That upon receipt of the plat and certificate of the  board of shell fish commissioners and before forwarding the  same to the secretary of state the applicant shall pay to the treas-  urer of the county twenty five cents per acre for the ground de-  sired, and the treasurer shall receipt for the same and shall fur-  nish a certificate of the amount of the said payment to the secre-  tary of state  "
CHAPTER 576.,SEc. 7.,"SEc. 7. That the secretary of state upon receipt of the plat and  certificate of the board of shell-fish commissioners, the certificate  of the county treasurer and the lawful fees of the secretary of  state, shall, if the amount paid the county treasurer agrees. with  the number of_acres shown by the plat and surveys, issue to the  applicant a written instrument conveying a perpetual franchise  for the purpose of raising and cultivating shell fish in and to the  ground described in the survey and plat, and the said instrument  shall be authenticated by the governor, countersigned by the  secretary of state and recorded in his office; and all franchises  granted under this or previous acts shall be and remain in the     grantee, his heirs and assigns: Provided, that the holder or hold-  ers shall make in good faith, within three years from the date of  the issuance of the grant, an actual effort to raise or cultivate  shell fish on the said grounds: And provided further, that no  grant shall be made for more than fifteen acres or to any person  not a bona fide ;esident of the county of Brunswick.   Sec. &. That any person who has entered or holds under the  provisions of previous acts oyster grounds of an area of less than  fifteen acres shall be only entitled under this act to a franchise  in and to such an additional amount of territory as will make a  total area in his possession [of] fifteen acres, and the board of  shell fish commissioners shall in making their certificate to:the  secretary of state state the amount of ground held by the appli-  cant under the said previous acts.  "
CHAPTER 576.,Sec 9.,"Sec 9. That in case of two or more applications being made  for the same ground the person, if such there be, who has already  made an actual effort.to raise or cultivate shell fish on the said  territory shall have a prior right to a grant of franchise; and in  ease no such effort has been made, then the person first making  application for the territory shall be entitled to the grant. But  owners of land fronting on water shall have the first right toa  grant of any unimproved ground adjacent to their shores: Pro-  vided, they make selection of the same within a period of six  months from the date of ratification of this act.  "
CHAPTER 576.,Sec. 10.,"Sec. 10. That all grants and franchise held under this or pre-  vious acts shall be taxed as real property, and shall be so consid-  ered in the settlement of the estates of deceased or insolvent per-  sons.  "
CHAPTER 576.,Skc. 11.,"Skc. 11. That any person who shall trespass upon or willfully  commit any injury with any instrument or implement upon any  private oyster grounds, the property of another, or who shall   willfully remove, destroy or deface any stake, buoy or mark es-   tablished by the board of shell fish commissioners in pursuance  of this act or by private individuals for the purpose of defining  any private oyster ground, or who shall work on any private or  public oyster ground at night, shall be guilty of a misdemeanor,  and shall be fined not exceeding fifty dollars or imprisoned not  exceeding thirty days. But nothing in the provision of this or  any act shall be construed as authorizing any interference with  the capture of migratory fishes or free navigation or the right to  use on any private ground any method or implement for the  growing, cultivating or taking of shell fish. ;  "
CHAPTER 576.,SxEc. 12.,"SxEc. 12. That any person who shall steal or feloniously take,  eatch or capture or carry away shell fish from the bed or ground  of another shall be guilty of larceny, and shall be punished ac-  eordingly.    "
CHAPTER 576.,Suc. 13.,"Suc. 13. That any person believing that any oyster ground or  territory is illegally held or appropriated by any individuals may  make an application to the board of shell-fish commissioners for  an investigation of the site of the holder or holders of the ground  in question and fora new survey of the lot, and shall give the  [them] due notice of the said application or to the opposing party  or parties, and upon receipt of the said application and certificate  of the serving of the notice the said board shall require both par-  ties interested to each deposit a sum sufficient to defray the ex-  penses of the survey, or give a good and sufficient bond in the  sum of fifty dollars to secure said expenses; and upon, the said  deposit a bond having been made, shall proceed to make a new  survey of the lot, and in case the stakes or marks defining the  same shall be found to be erroneously placed or it shall be shown  that any territory is illegally enclosed, then ihe said board shall  have power to move and replace the stakes or other marks defin-  ing the lots so that they may accord with the correct survey.  And in such case the costs and expenses attending the survey  shall be defrayed by the owner of the lot; but should no error be  found and no territory in excess of that conveyed by the grant to  have been enclosed, then the costs and expenses shall be paid by  the person making application for the survey: Provided, that an  appeal from the decision of the said board may be taken to the  next term of the superior court in the same manner and form as  from judgments in a court of a justice of the peace.   Src. i4. That all franchises granted under the provisions of  this act shall be recorded in the office of the register of deeds of  Brunswick county within four months of the date of issuance of  the grants.  "
CHAPTER 576.,Sec. 15.,"Sec. 15. That the board of shell-fish commissioners shall keep  in a suitable bound book a complete record of all their meetings  and proceedings. The board shall meet upon the call of the  ehairman, and a majority shall constitute a quorum for the trans-  action of business.  "
CHAPTER 576.,Src. 16.,"Src. 16. That this act shall be in force from and after its ratifi-  cation.   Ratified the 7th day of March, A. D. 1899.        "
CHAPTER 577.,Chapter_Title,CHAPTER 577.    An act to previde for appointments of trustees for Plymouth Normal  . School.    The General Assembly of North Carolina do enact: 
CHAPTER 577.,SEcTION 1.,SEcTION 1. That so much of chapter one hundred and nine-  teen of the public laws of eighteen hundred and ninety seven as    empowers thestate board of education to appoint trustees for the  Colored Normal School at Plymouth be and is hereby repealed.     '
CHAPTER 577.,Sec. 2.,"Sec. 2. That W. A. Alexander, Clarence Latham, W. H. Ward,  James F. Yeager, Mathias Owens be and are hereby appointed  trustees for said school, to hold office from and after the expira-  tion of the term of the present board, io two years and until the  qualification of their successors.  "
CHAPTER 577.,Sec. 3.,"Sec. 3. That the board herein appointed shall meet in Ply-  mouth as early. as practicable after the expiration of the term of  the present board and organize by electing achairman and treas-  urer, and the treasurer shall be ex officio secretary of said board.  "
CHAPTER 577.,Sec. 4.,"Sec. 4. That all vacancies occurring on said board shall be tilled  by the board of education of Washington county, together with  the board of aldermen of the town of Plymouth, which shall sit  together as one board and be presided over by the mayor of said  town.  "
CHAPTER 577.,Sec. 5.,"Sec. 5. That the board of education of Washington county,  together with the board of aldermen of the town of Plymouth,  shall meet in Plymouth on the first Monday in April, nineteen  hundred and one, or as soon thereafter as practicable, and bien-  nially thereafter and eleet a board of trustees for, said school,  which shall hold office for a term of two years. _  "
CHAPTER 577.,Sec. 6.,"Sec. 6. That this act shall be in force from and after its ratifi-  eation.   Ratified the 7th day of March, A. D. 1899.    a   "
CHAPTER 578.,Chapter_Title,"CHAPTER 578.    An act to amend chapter sixty-eight of the public laws of eighteen hun-  dred and ninety-seven, entitled an act regulating the probate and  registration fees on crop liens.    The General Assembly of North Carolina do enact:   "
CHAPTER 578.,SEcTION 1.,"SEcTION 1. That chapter sixty-eight of the public laws of  eighteen hundred and ninety-seven, entitled An act regulating  the probate and registration fees on crop liens be and the same  is hereby amended as follows, to wit:  "
CHAPTER 578.,SEC. 2.,SEC. 2. Aimend section two (2) of said act by inserting between  the words Chatham and Mecklenburg the word Brunswick.  
CHAPTER 578.,Sec. 3.,Sec. 3. That all laws and clauses of laws in conflict with this  act are hereby repealed.  
CHAPTER 578.,Ssc. 4.,"Ssc. 4. That this [act] shall be in force from and after its rati-  fication.   Ratified the 7th day of March, A. D: 1899    "
CHAPTER 579.,Chapter_Title,CHAPTER 579.    An act to amend chapter three hundred and thirty-three of the public  laws of eighteen hundred and ninety-seven.    T'he General Assembly of North Carolina do enact:   
CHAPTER 579.,SEcTION 1.,"SEcTION 1. That chapter three hundred and thirty-three (333)  of the public laws of eighteen hundred and ninety seven (1897)  be and the same is hereby amended as follows, to wit:  "
CHAPTER 579.,Skc. 2.,Skc. 2. That section one of said act be amended by striking  out the word November in the fifth line of said section and  inserting in lieu thereof the word October.  
CHAPTER 579.,Src. 3.,"Src. 3. That it shall be unlawful for any person to take clams  for market from any of the waters of Brunswick county that will  not measure as much as one inch in length on shell, and any per-  son violating the provisions of this act may be punished by a fine  not exceeding ten dollars.  "
CHAPTER 579.,SeEc. 4.,"SeEc. 4. That this act shall go into effect from and after the  first day of September, eighteen hundred and ninety-nine.   Ratified the 7th day of March, A. D. 1899.   "
CHAPTER 580.,SECTION 1.,"SECTION 1. That chapter three hundred and ninety-five (395)  of the public acts of eighteen hundred and ninety-seven (1897) be  and the same is hereby amended as follows, to-wit: In section  one (1) of said chapter, line one hundred and .sixteen (116), it be-  ing line eighteen (18) on page five hundred and eighty two of the  printed volume of the public laws of North Carolina, session  eighteen hundred and ninety seven, strike out the words twe  miles? after the word within? and before the word of and  insert in their stead the words one mile, and in line one hun-  dred and seventeen (117) of said secticn before the words New  Horse insert the following words: Within two miles of, so  that the part of said section hereby amended shall read as fol-  lows. to-wit: Polk county: Within one mile of Sandy Spring  Baptist church, New Hope M. E. church, South; within two  miles of New Horse public school house, ete.  "
CHAPTER 580.,SEc. 2.,"SEc. 2. That all laws or parts of laws in conflict with this act  be and the same are hereby repealed.   Sc. 3. That this act shall be in force from and after its ratifi-  cation.   Ratified the 7th day of March, A. D. 1899.    "
CHAPTER 581.,Chapter_Title,CHAPTER 581.    An act to provide for the better working of the public roads and  highways of the state.    The General Assembly of North Carolina do enact :   
CHAPTER 581.,SECTION 1.,"SECTION 1. That the board of county commissioners in each of  the several counties coming under the provisions of this act shall,  in order to provide for the proper construction, improvement and  maintenance of the public roads of the county at their regular  meeting in June, eighteen hundred and ninety-nine. and at each  regular annual meeting thereafter,and it ishereby made their duty  to levy a special tax on all property subject to taxation under the  state law in said county of not less than five cents nor greater  than twenty-five cents on the one hundred dollars worth of prop-  erty and not less than fifteen cents nor greater than seventy-five  (75) cents on the poll, the constitutional equation to be observed  at all times; said taxes to be collected as all other taxes are, to be  -kept separate in the tax books of the county to be set aside as a  special road fund to be used in the construction, improvement  and maintenance of the public roads of the county, the purchase  of such material, implements, teams, wagons, camp outfit, quar-  ters or stockades for the use of and safe keeping of the convict  force.as may be found necessary in the proper carrying out of  this work and for the employment of such additional labor as  may be deemed necessary: Provided, however, that the moneys  raised under this section shall, as far as possible, be used for per  manent improvements.  "
CHAPTER 581.,Sec. 2.,"Sec. 2. That there shall hereafter be elected by the board of  county cominissioners at their regular meeting in June, eighteen  hundred and ninety-nine, and at their regular meeting in Janu-  ary of each and every year thereafter, a superintendent of roads,  who shall be paid such compensation as may be fixed by the  board of county commissioners, and to be paid out of the county  road fund and who, after January, eighteen hundred and ninety-  nine, shall hold office for one year or until his successor has been  elected and qualified, as provided for in this act provided that  the said superintendent of roads may at any tim be removed by  the board of county commissioners after having been given ten  days notice and a hearing, when in the opinion of the board  there exists good and sufficient cause for such action; and for  malfeasance or misconduct in office he may be removed by them  witnout. further notice than may be necessary in order to give  him a hearing. It shall be the duty of said superintendent of  roads, subject to the approval of the board of county commis:  sioners, to supervise, direct and have charge of the maintenance     and building of all public roads in the county, and he shall sub-  mit to the board of county commissioners a monthly report con-  cerning the work in progress and the moneys expended, and he  shall submit quarterly a,report on the condition of the publie  roads and bridges and plans for their improvements, and he shall  include in this quarterly report an inventory of the tools, imple-  ments, teams and other equipments on hand. Said road superin-  tendent before entering upon the duties of his office shall deposit  with the board of county commissioners a good and lawful bond,  to be approved by the said board of commissioners, for the sum |  of two thousand ($2,000) dollars as a guarantee of the faithful and  honest discharge of the duties of his office, which bond sha!l be  duly registered in the office of the register of deeds and filed with  the clerk of the superior court of the county. In case of the  death or resignation or removal of said road superintendent it  shall be the duty of the county commissioners to elect at their  first meeting thereafter a road superintendent, who shall hold  office at the discretion of said board of county commissioners or  until the regular January meeting of said board and until his °  successor has been elected and qualified: Provided, that when in  the opinion of the board of commissioners in any county coming  under the provisions of this act not regularly employing a con-  vict force on its public roads, the appointment of a road super-  intendent is inconsistent with the best interests of such county,  the said board shall not be required to comply with the require-  ments of section two of this act, but may in lieu thereof appoint  directly one supervisor of roaas in each township, and each such  supervisor in the township for which he is appointed shall per-  form the duties and assume the responsibilities in this act other-  wise required of the county road superintendent; he shall be sub-  ject to dismission under the same terms as laid down for the road  superintendent; and he shall give a good and ljawful bond, satis-  factory to the board of commissioners, for not less than twice the  amount of the road tax in his township for any one year, under  the same conditions as laid down for said road superintendent,  and he shall be paid snch remuneration as may be aoe upon  by the board of county commissioners.  "
CHAPTER 581.,Sec. 3.,"Sec. 3. That the board of county commissioners or the road  superintendent, subject to the approval of said board shall. ap  point with power at any time to remove or discontinue such  guards as may be needed to take charge of the convict force, and  also one or more persons in each township of the county to be  known as township supervisor of roads who, aeting under the  road superintendent, shall supervise the road work in the town-  ship for which they are appointed or such.parts thereof as said  snperintendent may direct. The said guards and township su-     pervisors shall be paid for such time as they may be required to  give to this work such compensation per day during such time  as they are actually employed in working on the public roads, as  may be agreed upon by said superintendent and approved by the  board of county commissioners, the guards to be paid out of the  general county road fund and the township supervisors to be  paid out of the respective township road funds.  "
CHAPTER 581.,"Ssc, 4.","Ssc, 4. Thatall able bodied male persons of the county between  the ages of twenty-one and forty five years, except residents of in-  eorporated cities and towns, shall work on the public roads of said  county for four days (of nine hours each) in each and every year  at such time and place and in such manner as may be designated  by the road superintendent or township supervisors: Provided,  that the said superintendent or the supervisor in each township  shall give to each person of his township who is subject to road  duty at least three days notice by personal warning or by leav-  ing a written notice at the home or residence of such person,  specifving in such notice the time and place, when and where  such work is to be performed, and also designating in such notice  the tool oy implement with which such person shall be required  to work / Previded further, that in case of washout or other un-         "
CHAPTER 581.,such obstruction,"such obstruction to travel may occur shall upon being  properly summoned by said superintendent or supervisor of roads,  respond to such summons with reasonable promptness: Provided.  further, that any person may in lieu of working four days on the  public road pay on or before the first day of July, eighteen hun-  dred and ninety nine, and on or before the first day of April of  each year thereafter to the county treasurer or road superintend-  ent the sum of two dollars, and it shall be the duty of said treas-  urer or road superintendent upon receipt of said money or any  part thereofto issueto such person a receipt for the same, stat-  ing in'suchreceipt the amount and the year for which the same  is paid. All moneys paid to the said road superintendent as pro-  vided fcr in this act shall within fifteen days after being received  by him be turned?over to the county treasurer and credited to  the road fund of the township from which the same was paid,  and the same shall®beexpended in the improvement of the roads  in that township from which it was paid. If the road superin-  tendent fails to turn over to the county treasurer money so col  lected within fifteen days he shall be guilty of a misdemeanor:  Provided, that no person liable for road duty under this section  shall be requiredto work on the public roads outside of the town-  ship and road/district}in which he resides, the boundaries of the  road districts within each township to be fixed by the county  eomunissioners.    "
CHAPTER 581.,Src. 5.,"Src. 5. That any person who shall, after being duly notified as  provided in section four of this act, fail to appear and work as  required to do (after having failed to pay the sum of two dollars),  or any person who shal! appear as notified and fail or refuse to  perform good and reasonable labor as required by the said super-  intendent or supervisor, shail be guilty of a misdemeanor, and  upon conviction thereof shall be fined not less than two nor more  than five dollars or sentenced to work on the public roads of the  county for not less than ten nor more than twenty days.  "
CHAPTER 581.,SEc. 6.,"SEc. 6. That proper implements and tools for, use in working  the public roads of the county as provided in section four of this  act may besupplied by the county road superintendent and shall  be paid for out of the road fund of the townships in which the  said implements or tools are to be used: Provided. that until the  county road superintendent shall be able to supply the necessary  implements and tools he may and he is hereby empowered to  compel any and all persons working on the public roads of the  county to provide themselves with such implements as are com-  monly used while working on said road as the superintendent or  supervisor may designate in his notice or summons as being nec-  essary.  "
