chapter,chapter_index,section,section_index,text,first_jpg_url,pdf_url
CHAPTER 1.0,2,SEC. 21.,21,"SEC. 21 Wherever any insane person shall be conveyed to any hospital, and the superintendent is in doubt as to the propriety of his admission, he may convene any three of the board of directorsof his hospital, who shall constitute a board for the purpose of exam- ining and deciding if such person is a proper subject for admission ; and if a majority of such board so decide, such person shall be re- ceived into said hospital; but a like board may at any time there- after deliver said insane person to any friend who will become bound with good surety, to restrain him from committing injuries, and to keep, maintain, and take care of him, in the same manner as he might have become bound under the authority of the clerk of the court.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0083.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0083
CHAPTER 1.0,2,Sec. 22.,22,"Sec. 22 Any three of the board of directors of any hospital, upon the superintendent certifying the facts, (a copy of which certificate shall be sent to the clerk of the superior court of the county of settle- ment), shall be a board to discharge or remove from their hospital any person admitted as insane, when such person has become, or is found to be of sane mind, or when such person is incurable, and in the opinion of the superintendent his being at large will not be in- jurious to himself or dangerous to the community, or said board may permit such person to go to the county of his settlement on probation, when in the opinion of the said superintendent it will not be injurious to himself or dangerous to the community ; and said board may discharge or remove such person, upon other sufficient causes appearing to them, and whenever any such person, admitted as indigent, may be so discharged or removed, except as sane, it shall be the duty of the sheriff of the county of his settlement to convey such person to his county at its expense, and any such person discharged as sane shall receive from such hospital a sum of money sufficient to pay his transportation to the county of his settlement, which sum shall be repaid by said county, and if necessary, the hospital shall provide the patient with a decent suit of clothes. hen notified by the superintendent to come for, and remove any insane person from the hospital, it shall be the duty of the sheriff of the county, in which the insane person has a settlement, forthwith to convey the insane person from the hospital to the county of his settlement. The cost of said removal shall be advanced by the sheriff and repaid to him by the county of insane persons settlement, and if any sheriff, after having been notified by the superintendent to remove any insane person as aforesaid, shall fail to do so within fifteen days from the time of the receipt of the letter of notice, he shall forfeit and pay to the said hospital the sum of fifty dollars, to be collected in the manner hereinafter provided for the collection of penalties, given in this act, and if the commissioners of any county shall fail to repay to the hospital the money disbursed in paying for the necessary clothesand traveling expenses of any person discharged as cured from said hospital, within sixty days after the presentation of a claim therefor, the said commissioners shall forfeit and pay to the said hospital the sum of fifty dollars to be collected iu the man- ner hereinafter provided for the collection of penalties.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0083.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0083
CHAPTER 1.0,2,Sec. 23.,23,"Src. 238 Each superintendent may, for the space of thirty days, or until the next meeting of the board of three directors provided for in section twenty-two of this act, discharge upon probation any patient, when in his opinion the same would not prove injurious to the patient or dangerous to the community. A report of all such probations shall be rendered to the said board of three directors at their first ensuing meeting. «",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0084.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0084
CHAPTER 1.0,2,Src. 24.,24,"Src. 24 Every sheriff or other person bringing to a hospital a patient, shall see that the patient is clean, free from contagious dis- ease and vermin, and that he has clothing proper for the season of the year, and in all cases tivo full suits of underclothing. When necessary to buy clothing for the patient, or to do any act necessary to comply with this section, the sheriff shall make the purchase, or have done the act, and the same shall be paid for by the state hos- pitals. If any sheriff or other person shall carry to a hospital a patient without meeting the requirements of this section, he shall forfeit to, and pay to the hospital to which he carries the patient the sum of twenty-five dollars, to be recovered by said hospital in the manner hereinafter provided, and if any state hospital shall fail to repay to the sheriff the money properly and necessarily expended in having any patient properly attended to and clothed and pro- vided with clothes as hereinbefore required, within sixty days after the sheriff or other person, shall have presented to them his account for the same the state hospitals shall forfeit to the said sheriff, or other person, ithe sum of twenty-five dollars, to be recovered by the sheriff or other person in a civilaction before any justice of the peace of the county.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0084.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0084
CHAPTER 1.0,2,Src. 25.,25,"Src. 25 No sheriff or other person shall convey a patient to any hospital without having ascertained that the patient will be admit- ted, and if any sheriff or other person shall carry a patient to a hos- pital without having ascertained that the patient will be admitted, and the patient is not admitted, he shall be required to convey the patient back to the county of his settlement, and he shall not be re- paid by the county or the hospital, for the expenses incurred in carry- ing the patient to and from the hospital.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0084.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0084
CHAPTER 1.0,2,Src. 26.,26,"Src. 26 The superintendent of the hospital may refuse to receive into his institution a patient when he shall have reliable information that the patient has recently been exposed to infectious or contagi- ous disease, and there is danger of contagion and infection being conveyed by the patient or where the patient comes from a quaran- tined community. Whenever a patient is rejected because of any of these reasons, the superintendent shall make a record of the ap- plication, and as soon as, in his opinion, the danger shall have been removed, he shall notify the sheriff of the county,and admit the patient into his hospital.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0084.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0084
CHAPTER 1.0,2,Src. 27.,27,"Src. 27 Any superintendent may notify the sheriff within whose county any person sent from his hospital on probation, or escaped therefrom, may be found, and thereupon it shall be the duty of such sheriff forthwith to take such person and return him to such hos- pital at the expense of the county of the settlement of the patient.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0085.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0085
CHAPTER 1.0,2,Src. 28.,28,"Src. 28 For the purposes of this chapter the settlement of every person admitted toa state hospital as insane shall be in the county where the actual place of his residence at his admission may be sit- uated, when such settlement comes in .question, but no person can have a settlement in any county in this state unless he is a bona fide citizen and resident of this state, and wasso before mental disease became manifest.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0085.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0085
CHAPTER 1.0,2,Sec. 29.,29,"Sec. 29 All bonds executed for restraining insane persons from committing injuries, and for their safe keeping, support and care, shall be payable to the state of North Carolina, in the sum of five hundred dollars at least, and shall be transmitted to the clerk of the superior court of the county wherein said insane person is settled, for safe keeping, and may be put in suit by any person injured by said insane person by reason of his insane condition ; and shall be put in suit by the solicitor for the judicial district, in which the county of said insane persons residence is situate, for any other breach thereof, wherein the damage received shall be for the use of said insane person.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0085.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0085
CHAPTER 1.0,2,Src. 30.,30,"Src. 30 The form of bond mentioned in preceding section shall be as follows: STATE OF NORTH CAROLINA, County of -___....__-. Know all men by these presents, that we A________-- DS ts principal, and C_____...- DR esa oe a. ,and H__-______- Pee eee ees sureties, are held and {firmly bound unto the state of North Caro- lina in the sum of _________. dollars for the payment whereof we bind ourselves and each of us. Witness our hands and seals this #NAME? day .----- pete The condition of the above obligation is this: Whereas, the said A_... B_... with the view of hindering G..._-- H... - an insane person resident in the county aforesaid from being jsent to__._---- insane {hospital (or to effect his release from the said hospital as the case may be) hath undertaken to restrain him from committing injuries and to keep, maintain, support and take care of the said G________ Me. aoe , Now, if the said A BEY dae Se shall faithfully comply with the conditions of this obli- gation, then the same shall be void, otherwise it shall be in full force. Y RAE to kee B_ [Seal] (ORES TUN a D_ [Seal] IE eee ee F [Seal]",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0085.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0085
CHAPTER 1.0,2,Sec. 31.,31,"Sec. 31 No director or superintendent of any state hospital shall be personally liable for any act or thing done under, or in pursuance of any of the provisions of this chapter.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0086.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0086
CHAPTER 1.0,2,Sc. 32.,32,"Sc. 32 The cost and expenses of conveying every insane person to any hospital, from any county, or of removing him from the hos- pital to his county, or of the return to the county of his settlement, as same, shall be paid by the treasurer of such county, upon the or- der of its board of county commissioners. Whenever the board of commissioners shall be satisfied that such person has property suf- ficient to pay such cost and expenses, or that some other person. lia- ble for his support and maintenance, has property sufficient to pay such costs and expenses as aforesaid, they shall bring an action and recover the amount paid from the said person, or from the other person liable for his support and maintenance.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0086.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0086
CHAPTER 1.0,2,Sec. 33,33,"Src. 38 Whenever it shall be made to appear to the clerk of the superior court of the county of settlement of an insane person re- leased on bond, that the conditions of the bond are not faithfully. complied with, said insane person shall be sent back to the proper hospital by him, unless some other responsible and discreet friend will undertake to fulfill the duties of said obligation and whenever said insane person shall be sent back, he shall not be delivered om any new bond of the defaulting obligor.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0086.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0086
CHAPTER 1.0,2,Sec. 34.,34,"Sec. 34 All moneys and proceeds of property given to any hos- pitals, and all money arising from the sale of any real estate which may be owned by such hospital, shall be paid into the state treasury, and all donations in which there shall be special directions for their applications, shall be kept as a distinct fund_and faithfully applied, as the donor may have directed ; and the same hospital shall be sup- ported by appropriations from the state treasury. But the proceeds arising from the sale of personal property belonging to a hospital, the board paid by private patients, rentals from real estate, and money from any other sources, except the sale of real estate, shall remain with the hospital and be used as the board of directors may determine. An account of the proceeds of all such income and its expenditure shall be carefully kept and published in the report to the general assembly.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0086.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0086
